dataset,acquisition,error_model,jitter_std,jitter_iteration,n_seeds
hartmann_3,qnei,gaussian,0.05,0,5
hartmann_3,qnei,gaussian,0.05,20,5
hartmann_3,qnei,gaussian,0.25,0,5
hartmann_3,qnei,gaussian,0.25,20,5
hartmann_3,qnei,gaussian,1.0,0,5
hartmann_3,qnei,gaussian,1.0,20,5
hartmann_3,qnei,gaussian,5.0,0,5
hartmann_3,qnei,gaussian,5.0,20,5
hartmann_6,logei,gaussian,0.05,0,5
hartmann_6,logei,gaussian,0.05,20,5
hartmann_6,logei,gaussian,0.25,0,5
hartmann_6,logei,gaussian,0.25,20,5
hartmann_6,logei,gaussian,1.0,0,5
hartmann_6,logei,gaussian,1.0,20,5
hartmann_6,logei,gaussian,5.0,0,5
hartmann_6,logei,gaussian,5.0,20,5
hartmann_6,qnei,gaussian,0.05,0,5
hartmann_6,qnei,gaussian,0.05,20,5
hartmann_6,qnei,gaussian,0.25,0,5
hartmann_6,qnei,gaussian,0.25,20,5
hartmann_6,qnei,gaussian,1.0,0,5
hartmann_6,qnei,gaussian,1.0,20,5
hartmann_6,qnei,gaussian,5.0,0,5
hartmann_6,qnei,gaussian,5.0,20,5
hicks_law,logei,gaussian,0.05,0,5
hicks_law,logei,gaussian,0.05,20,5
hicks_law,logei,gaussian,0.25,0,5
hicks_law,logei,gaussian,0.25,20,5
hicks_law,logei,gaussian,1.0,0,5
hicks_law,logei,gaussian,1.0,20,5
hicks_law,logei,gaussian,5.0,0,5
hicks_law,logei,gaussian,5.0,20,5
hicks_law,qnei,gaussian,0.05,0,5
hicks_law,qnei,gaussian,0.05,20,5
hicks_law,qnei,gaussian,0.25,0,5
hicks_law,qnei,gaussian,0.25,20,5
hicks_law,qnei,gaussian,1.0,0,5
hicks_law,qnei,gaussian,1.0,20,5
hicks_law,qnei,gaussian,5.0,0,5
hicks_law,qnei,gaussian,5.0,20,5
levy_10,logei,gaussian,0.05,0,5
levy_10,logei,gaussian,0.05,20,5
levy_10,logei,gaussian,0.25,0,5
levy_10,logei,gaussian,0.25,20,5
levy_10,logei,gaussian,1.0,0,5
levy_10,logei,gaussian,1.0,20,5
levy_10,logei,gaussian,5.0,0,5
levy_10,logei,gaussian,5.0,20,5
levy_10,qnei,gaussian,0.05,0,5
levy_10,qnei,gaussian,0.05,20,5
levy_10,qnei,gaussian,0.25,0,5
levy_10,qnei,gaussian,0.25,20,5
levy_10,qnei,gaussian,1.0,0,5
levy_10,qnei,gaussian,1.0,20,5
levy_10,qnei,gaussian,5.0,0,5
levy_10,qnei,gaussian,5.0,20,5
michalewicz,logei,gaussian,0.05,0,5
michalewicz,logei,gaussian,0.05,20,5
michalewicz,logei,gaussian,0.25,0,5
michalewicz,logei,gaussian,0.25,20,5
michalewicz,logei,gaussian,1.0,0,5
michalewicz,logei,gaussian,1.0,20,5
michalewicz,logei,gaussian,5.0,0,5
michalewicz,logei,gaussian,5.0,20,5
michalewicz,qnei,gaussian,0.05,0,5
michalewicz,qnei,gaussian,0.05,20,5
michalewicz,qnei,gaussian,0.25,0,5
michalewicz,qnei,gaussian,0.25,20,5
michalewicz,qnei,gaussian,1.0,0,5
michalewicz,qnei,gaussian,1.0,20,5
michalewicz,qnei,gaussian,5.0,0,5
michalewicz,qnei,gaussian,5.0,20,5
moving_peaks,logei,gaussian,0.05,0,5
moving_peaks,logei,gaussian,0.05,20,5
moving_peaks,logei,gaussian,0.25,0,5
moving_peaks,logei,gaussian,0.25,20,5
moving_peaks,logei,gaussian,1.0,0,5
moving_peaks,logei,gaussian,1.0,20,5
moving_peaks,logei,gaussian,5.0,0,5
moving_peaks,logei,gaussian,5.0,20,5
moving_peaks,qnei,gaussian,0.05,0,5
moving_peaks,qnei,gaussian,0.05,20,5
moving_peaks,qnei,gaussian,0.25,0,5
moving_peaks,qnei,gaussian,0.25,20,5
moving_peaks,qnei,gaussian,1.0,0,5
moving_peaks,qnei,gaussian,1.0,20,5
moving_peaks,qnei,gaussian,5.0,0,5
moving_peaks,qnei,gaussian,5.0,20,5
powell,logei,gaussian,0.05,0,5
powell,logei,gaussian,0.05,20,5
powell,logei,gaussian,0.25,0,5
powell,logei,gaussian,0.25,20,5
powell,logei,gaussian,1.0,0,5
powell,logei,gaussian,1.0,20,5
powell,logei,gaussian,5.0,0,5
powell,logei,gaussian,5.0,20,5
powell,qnei,gaussian,0.05,0,5
powell,qnei,gaussian,0.05,20,5
powell,qnei,gaussian,0.25,0,5
powell,qnei,gaussian,0.25,20,5
powell,qnei,gaussian,1.0,0,5
powell,qnei,gaussian,1.0,20,5
powell,qnei,gaussian,5.0,0,5
powell,qnei,gaussian,5.0,20,5
power_law_practice,logei,gaussian,0.05,0,5
power_law_practice,logei,gaussian,0.05,20,5
power_law_practice,logei,gaussian,0.25,0,5
power_law_practice,logei,gaussian,0.25,20,5
power_law_practice,logei,gaussian,1.0,0,5
power_law_practice,logei,gaussian,1.0,20,5
power_law_practice,logei,gaussian,5.0,0,5
power_law_practice,logei,gaussian,5.0,20,5
power_law_practice,qnei,gaussian,0.05,0,5
power_law_practice,qnei,gaussian,0.05,20,5
power_law_practice,qnei,gaussian,0.25,0,5
power_law_practice,qnei,gaussian,0.25,20,5
power_law_practice,qnei,gaussian,1.0,0,5
power_law_practice,qnei,gaussian,1.0,20,5
power_law_practice,qnei,gaussian,5.0,0,5
power_law_practice,qnei,gaussian,5.0,20,5
rastrigin,logei,gaussian,0.05,0,5
rastrigin,logei,gaussian,0.05,20,5
rastrigin,logei,gaussian,0.25,0,5
rastrigin,logei,gaussian,0.25,20,5
rastrigin,logei,gaussian,1.0,0,5
rastrigin,logei,gaussian,1.0,20,5
rastrigin,logei,gaussian,5.0,0,5
rastrigin,logei,gaussian,5.0,20,5
rastrigin,qnei,gaussian,0.05,0,5
rastrigin,qnei,gaussian,0.05,20,5
rastrigin,qnei,gaussian,0.25,0,5
rastrigin,qnei,gaussian,0.25,20,5
rastrigin,qnei,gaussian,1.0,0,5
rastrigin,qnei,gaussian,1.0,20,5
rastrigin,qnei,gaussian,5.0,0,5
rastrigin,qnei,gaussian,5.0,20,5
rosenbrock,logei,gaussian,0.05,0,5
rosenbrock,logei,gaussian,0.05,20,5
rosenbrock,logei,gaussian,0.25,0,5
rosenbrock,logei,gaussian,0.25,20,5
rosenbrock,logei,gaussian,1.0,0,5
rosenbrock,logei,gaussian,1.0,20,5
rosenbrock,logei,gaussian,5.0,0,5
rosenbrock,logei,gaussian,5.0,20,5
rosenbrock,qnei,gaussian,0.05,0,5
rosenbrock,qnei,gaussian,0.05,20,5
rosenbrock,qnei,gaussian,0.25,0,5
rosenbrock,qnei,gaussian,0.25,20,5
rosenbrock,qnei,gaussian,1.0,0,5
rosenbrock,qnei,gaussian,1.0,20,5
rosenbrock,qnei,gaussian,5.0,0,5
rosenbrock,qnei,gaussian,5.0,20,5
schwefel,logei,gaussian,0.05,0,5
schwefel,logei,gaussian,0.05,20,5
schwefel,logei,gaussian,0.25,0,5
schwefel,logei,gaussian,0.25,20,5
schwefel,logei,gaussian,1.0,0,5
schwefel,logei,gaussian,1.0,20,5
schwefel,logei,gaussian,5.0,0,5
schwefel,logei,gaussian,5.0,20,5
schwefel,qnei,gaussian,0.05,0,5
schwefel,qnei,gaussian,0.05,20,5
schwefel,qnei,gaussian,0.25,0,5
schwefel,qnei,gaussian,0.25,20,5
schwefel,qnei,gaussian,1.0,0,5
schwefel,qnei,gaussian,1.0,20,5
schwefel,qnei,gaussian,5.0,0,5
schwefel,qnei,gaussian,5.0,20,5
shekel,logei,gaussian,0.05,0,5
shekel,logei,gaussian,0.05,20,5
shekel,logei,gaussian,0.25,0,5
shekel,logei,gaussian,0.25,20,5
shekel,logei,gaussian,1.0,0,5
shekel,logei,gaussian,1.0,20,5
shekel,logei,gaussian,5.0,0,5
shekel,logei,gaussian,5.0,20,5
shekel,qnei,gaussian,0.05,0,5
shekel,qnei,gaussian,0.05,20,5
shekel,qnei,gaussian,0.25,0,5
shekel,qnei,gaussian,0.25,20,5
shekel,qnei,gaussian,1.0,0,5
shekel,qnei,gaussian,1.0,20,5
shekel,qnei,gaussian,5.0,0,5
shekel,qnei,gaussian,5.0,20,5
steering_law,logei,gaussian,0.05,0,5
steering_law,logei,gaussian,0.05,20,5
steering_law,logei,gaussian,0.25,0,5
steering_law,logei,gaussian,0.25,20,5
steering_law,logei,gaussian,1.0,0,5
steering_law,logei,gaussian,1.0,20,5
steering_law,logei,gaussian,5.0,0,5
steering_law,logei,gaussian,5.0,20,5
steering_law,qnei,gaussian,0.05,0,5
steering_law,qnei,gaussian,0.05,20,5
steering_law,qnei,gaussian,0.25,0,5
steering_law,qnei,gaussian,0.25,20,5
steering_law,qnei,gaussian,1.0,0,5
steering_law,qnei,gaussian,1.0,20,5
steering_law,qnei,gaussian,5.0,0,5
steering_law,qnei,gaussian,5.0,20,5
stevens,logei,gaussian,0.05,0,5
stevens,logei,gaussian,0.05,20,5
stevens,logei,gaussian,0.25,0,5
stevens,logei,gaussian,0.25,20,5
stevens,logei,gaussian,1.0,0,5
stevens,logei,gaussian,1.0,20,5
stevens,logei,gaussian,5.0,0,5
stevens,logei,gaussian,5.0,20,5
stevens,qnei,gaussian,0.05,0,5
stevens,qnei,gaussian,0.05,20,5
stevens,qnei,gaussian,0.25,0,5
stevens,qnei,gaussian,0.25,20,5
stevens,qnei,gaussian,1.0,0,5
stevens,qnei,gaussian,1.0,20,5
stevens,qnei,gaussian,5.0,0,5
stevens,qnei,gaussian,5.0,20,5
weber_fechner,logei,gaussian,0.05,0,5
weber_fechner,logei,gaussian,0.05,20,5
weber_fechner,logei,gaussian,0.25,0,5
weber_fechner,logei,gaussian,0.25,20,5
weber_fechner,logei,gaussian,1.0,0,5
weber_fechner,logei,gaussian,1.0,20,5
weber_fechner,logei,gaussian,5.0,0,5
weber_fechner,logei,gaussian,5.0,20,5
weber_fechner,qnei,gaussian,0.05,0,5
weber_fechner,qnei,gaussian,0.05,20,5
weber_fechner,qnei,gaussian,0.25,0,5
weber_fechner,qnei,gaussian,0.25,20,5
weber_fechner,qnei,gaussian,1.0,0,5
weber_fechner,qnei,gaussian,1.0,20,5
weber_fechner,qnei,gaussian,5.0,0,5
weber_fechner,qnei,gaussian,5.0,20,5
yerkes_dodson,logei,gaussian,0.05,0,5
yerkes_dodson,logei,gaussian,0.05,20,5
yerkes_dodson,logei,gaussian,0.25,0,5
yerkes_dodson,logei,gaussian,0.25,20,5
yerkes_dodson,logei,gaussian,1.0,0,5
yerkes_dodson,logei,gaussian,1.0,20,5
yerkes_dodson,logei,gaussian,5.0,0,5
yerkes_dodson,logei,gaussian,5.0,20,5
yerkes_dodson,qnei,gaussian,0.05,0,5
yerkes_dodson,qnei,gaussian,0.05,20,5
yerkes_dodson,qnei,gaussian,0.25,0,5
yerkes_dodson,qnei,gaussian,0.25,20,5
yerkes_dodson,qnei,gaussian,1.0,0,5
yerkes_dodson,qnei,gaussian,1.0,20,5
yerkes_dodson,qnei,gaussian,5.0,0,5
yerkes_dodson,qnei,gaussian,5.0,20,5
